 ár,mán,  t
1997,10,2.9
1997,11,1.4
1997,12,-1.0
1998,1,-1.2
1998,2,-4.6
1998,3,-3.2
1998,4,0.8
1998,5,7.3
1998,6,8.0
1998,7,8.7
1998,8,10.8
1998,9,6.2
1998,10,0.3
1998,11,-2.0
1998,12,-1.4
1999,1,-2.8
1999,2,-2.7
1999,3,-5.2
1999,4,-0.5
1999,5,6.5
1999,6,10.4
1999,7,11.7
1999,8,11.3
1999,9,6.6
1999,10,2.8
1999,11,1.1
1999,12,-2.8
2000,1,-0.1
2000,2,-2.9
2000,3,-0.4
2000,4,0.5
2000,5,7.3
2000,6,9.6
2000,7,12.6
2000,8,11.4
2000,9,7.4
2000,10,2.4
2000,11,-0.5
2000,12,-2.3
2001,1,0.5
2001,2,-1.5
2001,3,-3.5
2001,4,1.5
2001,5,7.0
2001,6,8.3
2001,7,10.5
2001,8,9.7
2001,9,7.7
2001,10,3.5
2001,11,0.6
2001,12,1.3
2002,1,-1.1
2002,2,-5.8
2002,3,-3.2
2002,4,3.2
2002,5,5.6
2002,6,9.8
2002,7,11.0
2002,8,10.2
2002,9,8.6
2002,10,3.0
2002,11,3.0
2002,12,0.8
2003,1,-1.8
2003,2,1.3
2003,3,2.6
2003,4,5.7
2003,5,5.4
2003,6,11.1
2003,7,11.7
2003,8,12.7
2003,9,7.4
2003,10,2.2
2003,11,-1.4
2003,12,-2.1
2004,1,-3.3
2004,2,0.2
2004,3,3.6
2004,4,4.6
2004,5,6.2
2004,6,10.2
2004,7,12.6
2004,8,11.6
2004,9,8.2
2004,10,2.6
2004,11,-1.3
2004,12,-2.0
2005,1,-1.2
2005,2,0.2
2005,3,1.6
2005,4,2.8
2005,5,4.7
2005,6,9.8
2005,7,12.1
2005,8,9.5
2005,9,4.1
2005,10,0.2
2005,11,-1.4
2005,12,-0.4
2006,1,1.4
2006,2,1.2
2006,3,-1.4
2006,4,1.4
2006,5,4.7
2006,6,10.8
2006,7,10.5
2006,8,11.2
2006,9,8.0
2006,10,2.7
2006,11,-2.0
2006,12,1.0
2007,1,-2.0
2007,2,-3.4
2007,3,1.7
2007,4,4.8
2007,5,4.7
2007,6,11.1
2007,7,10.7
2007,8,9.8
2007,9,7.2
2007,10,4.7
2007,11,1.1
2007,12,-0.5
2008,1,-2.9
2008,2,-0.9
2008,3,-1.7
2008,4,1.4
2008,5,8.2
2008,6,9.3
2008,7,12.5
2008,8,11.0
2008,9,9.3
2008,10,-0.1
2008,11,0.6
2008,12,-1.1
2009,1,-0.3
2009,2,-5.2
2009,3,-1.4
2009,4,3.4
2009,5,7.5
2009,6,9.8
2009,7,11.3
2009,8,10.5
2009,9,7.4
2009,10,2.0
2009,11,0.3
2009,12,-2.1
2010,1,-0.9
2010,2,-4.6
2010,3,0.8
2010,4,1.3
2010,5,6.9
2010,6,11.6
2010,7,11.2
2010,8,11.4
2010,9,8.5
2010,10,3.3
2010,11,-2.4
2010,12,-1.4
2011,1,0.0
2011,2,-1.0
2011,3,-1.3
2011,4,5.5
2011,5,5.2
2011,6,6.8
2011,7,12.1
2011,8,9.6
2011,9,7.3
2011,10,3.0
2011,11,2.1
2011,12,-5.2
2012,1,-0.4
2012,2,2.0
2012,3,3.1
2012,4,2.3
2012,5,5.9
2012,6,9.2
2012,7,11.8
2012,8,11.8
2012,9,5.6
2012,10,0.3
2012,11,-1.8
2012,12,-2.6
2013,1,0.2
2013,2,1.7
2013,3,-1.6
2013,4,-0.7
2013,5,5.8
2013,6,11.7
2013,7,11.2
2013,8,
2013,9,
2013,10,
2013,11,
2013,12,
2014,1,
2014,2,
2014,3,
2014,4,
2014,5,
