 ár,mán,  t
1962,11,-0.9
1962,12,-1.7
1963,1,-4.0
1963,2,-2.5
1963,3,1.2
1963,4,0.7
1963,5,3.4
1963,6,10.4
1963,7,7.9
1963,8,7.2
1963,9,4.2
1963,10,2.6
1963,11,-2.8
1963,12,-1.2
1964,1,0.0
1964,2,0.0
1964,3,3.3
1964,4,2.1
1964,5,5.7
1964,6,8.3
1964,7,10.2
1964,8,7.2
1964,9,3.9
1964,10,3.1
1964,11,-0.4
1964,12,-3.3
1965,1,-3.2
1965,2,1.1
1965,3,-5.7
1965,4,0.3
1965,5,3.8
1965,6,7.9
1965,7,9.6
1965,8,8.9
1965,9,3.8
1965,10,5.5
1965,11,-2.4
1965,12,-4.9
1966,1,-4.0
1966,2,-5.6
1966,3,-3.9
1966,4,0.8
1966,5,3.3
1966,6,10.1
1966,7,8.9
1966,8,8.2
1966,9,5.4
1966,10,1.1
1966,11,-1.4
1966,12,-3.3
1967,1,-2.5
1967,2,-0.3
1967,3,-6.7
1967,4,-0.8
1967,5,1.5
1967,6,8.2
1967,7,7.3
1967,8,8.9
1967,9,7.3
1967,10,0.5
1967,11,-1.9
1967,12,-3.3
1968,1,-5.3
1968,2,-5.2
1968,3,-5.3
1968,4,-1.4
1968,5,2.3
1968,6,7.0
1968,7,10.4
1968,8,9.2
1968,9,7.0
1968,10,-0.8
1968,11,1.7
1968,12,-2.4
1969,1,-3.8
1969,2,-5.9
1969,3,-5.4
1969,4,-1.1
1969,5,3.6
1969,6,9.9
1969,7,8.9
1969,8,11.3
1969,9,5.1
1969,10,1.2
1969,11,-3.7
1969,12,-2.4
1970,1,-1.8
1970,2,-4.8
1970,3,-5.3
1970,4,-1.3
1970,5,3.7
1970,6,10.1
1970,7,6.5
1970,8,8.9
1970,9,5.4
1970,10,1.8
1970,11,-1.4
1970,12,-0.3
1971,1,-6.3
1971,2,-1.6
1971,3,-1.7
1971,4,0.3
1971,5,5.3
1971,6,7.1
1971,7,9.5
1971,8,8.5
1971,9,5.5
1971,10,2.3
1971,11,-2.0
1971,12,-2.8
1972,1,1.2
1972,2,-0.2
1972,3,0.5
1972,4,0.8
1972,5,6.7
1972,6,7.9
1972,7,10.6
1972,8,8.9
1972,9,6.4
1972,10,2.8
1972,11,-0.9
1972,12,-0.6
1973,1,0.9
1973,2,-5.8
1973,3,0.2
1973,4,0.3
1973,5,3.7
1973,6,6.5
1973,7,10.2
1973,8,9.3
1973,9,7.4
1973,10,2.1
1973,11,-5.6
1973,12,-6.3
1974,1,-0.4
1974,2,-2.0
1974,3,2.6
1974,4,5.6
1974,5,6.7
1974,6,8.9
1974,7,9.1
1974,8,8.0
1974,9,4.3
1974,10,2.2
1974,11,0.5
1974,12,-4.9
1975,1,-6.2
1975,2,-0.2
1975,3,-2.8
1975,4,-0.4
1975,5,5.0
1975,6,6.1
1975,7,10.7
1975,8,10.5
1975,9,3.0
1975,10,2.9
1975,11,0.2
1975,12,-3.5
1976,1,-5.2
1976,2,-0.9
1976,3,0.9
1976,4,1.0
1976,5,4.9
1976,6,9.4
1976,7,12.0
1976,8,11.4
1976,9,6.5
1976,10,4.0
1976,11,1.5
1976,12,-3.5
1977,1,-2.8
1977,2,-3.5
1977,3,-1.0
1977,4,-2.2
1977,5,4.5
1977,6,8.0
1977,7,10.3
1977,8,9.3
1977,9,5.8
1977,10,2.5
1977,11,-2.6
1977,12,-1.3
1978,1,-3.9
1978,2,-4.6
1978,3,-1.6
1978,4,1.3
1978,5,6.0
1978,6,8.1
1978,7,9.3
1978,8,11.1
1978,9,5.4
1978,10,2.8
1978,11,-1.9
1978,12,-1.1
1979,1,-6.3
1979,2,-2.6
1979,3,-7.3
1979,4,-1.2
1979,5,-1.6
1979,6,7.7
1979,7,7.3
1979,8,7.5
1979,9,2.3
1979,10,3.1
1979,11,-1.5
1979,12,-1.8
1980,1,-3.1
1980,2,-1.4
1980,3,-1.3
1980,4,2.6
1980,5,6.7
1980,6,8.4
1980,7,10.6
1980,8,10.0
1980,9,5.9
1980,10,-0.8
1980,11,-1.4
1980,12,-4.7
1981,1,-4.7
1981,2,-4.6
1981,3,-3.4
1981,4,1.5
1981,5,3.7
1981,6,6.7
1981,7,8.4
1981,8,10.2
1981,9,5.3
1981,10,-0.9
1981,11,-2.3
1981,12,-3.9
1982,1,-3.4
1982,2,-0.1
1982,3,-1.7
1982,4,1.3
1982,5,2.3
1982,6,8.6
1982,7,11.1
1982,8,8.2
1982,9,3.7
1982,10,2.5
1982,11,-2.2
1982,12,-3.3
1983,1,-4.2
1983,2,-0.3
1983,3,-2.8
1983,4,-3.4
1983,5,2.0
1983,6,7.9
1983,7,9.7
1983,8,9.1
1983,9,3.6
1983,10,0.7
1983,11,-1.0
1983,12,-3.0
1984,1,-4.9
1984,2,-0.8
1984,3,-0.5
1984,4,3.0
1984,5,5.8
1984,6,9.4
1984,7,12.0
1984,8,11.5
1984,9,5.2
1984,10,1.2
1984,11,-0.8
1984,12,-0.8
1985,1,-3.1
1985,2,-2.6
1985,3,-2.5
1985,4,0.3
1985,5,5.9
1985,6,8.1
1985,7,8.6
1985,8,7.2
1985,9,4.0
1985,10,4.4
1985,11,-2.8
1985,12,-4.5
1986,1,-2.7
1986,2,-2.5
1986,3,-0.9
1986,4,0.5
1986,5,2.3
1986,6,9.8
1986,7,9.2
1986,8,8.8
1986,9,4.6
1986,10,0.5
1986,11,-1.7
1986,12,-2.8
1987,1,0.3
1987,2,-2.8
1987,3,-1.7
1987,4,2.6
1987,5,6.7
1987,6,7.9
1987,7,11.4
1987,8,9.3
1987,9,5.8
1987,10,0.9
1987,11,2.3
1987,12,-0.3
1988,1,-5.7
1988,2,-3.4
1988,3,-3.5
1988,4,-3.2
1988,5,5.2
1988,6,10.2
1988,7,9.4
1988,8,10.1
1988,9,5.6
1988,10,1.6
1988,11,-0.8
1988,12,-2.1
1989,1,-2.1
1989,2,-4.5
1989,3,-2.8
1989,4,-0.3
1989,5,3.2
1989,6,8.6
1989,7,10.9
1989,8,9.2
1989,9,6.0
1989,10,2.5
1989,11,-1.4
1989,12,-1.8
1990,1,-0.8
1990,2,-2.4
1990,3,-4.0
1990,4,-1.7
1990,5,5.7
1990,6,9.3
1990,7,11.6
1990,8,9.6
1990,9,5.2
1990,10,2.2
1990,11,0.5
1990,12,-1.6
1991,1,-0.0
1991,2,-1.4
1991,3,0.7
1991,4,-0.9
1991,5,7.3
1991,6,6.6
1991,7,11.8
1991,8,10.8
1991,9,5.6
1991,10,3.1
1991,11,-1.0
1991,12,-1.1
1992,1,1.2
1992,2,-2.8
1992,3,-2.0
1992,4,0.4
1992,5,5.6
1992,6,9.2
1992,7,9.0
1992,8,8.9
1992,9,5.9
1992,10,2.3
1992,11,-1.5
1992,12,-1.6
1993,1,-5.0
1993,2,-1.4
1993,3,-1.0
1993,4,1.6
1993,5,4.2
1993,6,7.2
1993,7,6.2
1993,8,8.2
1993,9,7.4
1993,10,2.8
1993,11,3.3
1993,12,-3.6
1994,1,-3.7
1994,2,-1.8
1994,3,-2.8
1994,4,-0.6
1994,5,5.7
1994,6,7.0
1994,7,11.8
1994,8,10.3
1994,9,5.2
1994,10,0.3
1994,11,0.4
1994,12,-2.4
1995,1,-3.5
1995,2,-4.1
1995,3,-3.1
1995,4,-1.1
1995,5,2.1
1995,6,9.5
1995,7,8.8
1995,8,11.1
1995,9,5.9
1995,10,1.9
1995,11,0.1
1995,12,-2.8
1996,1,-0.7
1996,2,-2.8
1996,3,1.2
1996,4,2.0
1996,5,5.4
1996,6,7.9
1996,7,11.1
1996,8,9.8
1996,9,10.1
1996,10,2.0
1996,11,-4.0
1996,12,-3.1
1997,1,-2.0
1997,2,-3.4
1997,3,-2.9
1997,4,0.9
1997,5,3.8
1997,6,6.1
1997,7,12.7
1997,8,10.3
1997,9,6.7
1997,10,2.1
1997,11,0.8
1997,12,-0.4
1998,1,-1.7
1998,2,-4.5
1998,3,-3.9
1998,4,-0.2
1998,5,5.7
1998,6,6.3
1998,7,7.6
1998,8,10.6
1998,9,5.5
1998,10,1.1
1998,11,-0.7
1998,12,-1.3
1999,1,-2.5
1999,2,-2.5
1999,3,-3.8
1999,4,-1.1
1999,5,5.3
1999,6,9.9
1999,7,11.0
1999,8,10.7
1999,9,6.2
1999,10,2.9
1999,11,0.2
1999,12,-3.4
2000,1,-1.6
2000,2,-3.2
2000,3,-1.8
2000,4,-0.6
2000,5,6.6
2000,6,8.7
2000,7,12.0
2000,8,10.7
2000,9,7.3
2000,10,2.5
