 ár,mán,  t
1949,1,-2.0
1949,2,1.2
1949,3,1.7
1949,4,1.1
1949,5,5.5
1949,6,10.7
1949,7,10.7
1949,8,10.8
1949,9,9.7
1949,10,6.0
1949,11,4.2
1949,12,-0.2
1950,1,3.4
1950,2,0.6
1950,3,2.5
1950,4,3.6
1950,5,7.7
1950,6,10.6
1950,7,12.0
1950,8,12.2
1950,9,8.4
1950,10,5.6
1950,11,2.2
1950,12,-0.2
1951,1,0.2
1951,2,1.1
1951,3,-0.5
1951,4,0.5
1951,5,7.2
1951,6,9.8
1951,7,11.1
1951,8,11.4
1951,9,10.6
1951,10,6.5
1951,11,3.2
1951,12,0.9
1952,1,-1.3
1952,2,1.3
1952,3,1.9
1952,4,4.9
1952,5,6.5
1952,6,9.2
1952,7,10.8
1952,8,9.9
1952,9,8.0
1952,10,6.7
1952,11,3.3
1952,12,2.6
1953,1,1.6
1953,2,3.2
1953,3,4.5
1953,4,2.1
1953,5,7.2
1953,6,10.1
1953,7,11.8
1953,8,11.7
1953,9,10.6
1953,10,5.6
1953,11,3.0
1953,12,4.3
1954,1,3.5
1954,2,1.9
1954,3,2.5
1954,4,4.9
1954,5,7.2
1954,6,10.4
1954,7,11.1
1954,8,10.9
1954,9,6.5
1954,10,4.5
1954,11,4.4
1954,12,0.6
1955,1,-0.3
1955,2,-0.8
1955,3,2.6
1955,4,5.7
1955,5,6.2
1955,6,9.9
1955,7,10.5
1955,8,10.1
1955,9,8.5
1955,10,4.2
1955,11,5.0
1955,12,-0.2
1956,1,-1.7
1956,2,3.5
1956,3,4.4
1956,4,4.6
1956,5,7.0
1956,6,8.7
1956,7,11.0
1956,8,10.2
1956,9,8.5
1956,10,5.8
1956,11,5.7
1956,12,3.6
1957,1,2.8
1957,2,0.4
1957,3,2.1
1957,4,5.6
1957,5,6.8
1957,6,9.3
1957,7,11.6
1957,8,10.8
1957,9,7.7
1957,10,5.4
1957,11,4.1
1957,12,1.0
1958,1,-0.7
1958,2,-0.1
1958,3,1.3
1958,4,4.9
1958,5,5.5
1958,6,9.6
1958,7,11.9
1958,8,11.2
1958,9,11.5
1958,10,7.4
1958,11,5.5
1958,12,2.0
