 ár,mán,  t
1949,1,-1.6
1949,2,1.2
1949,3,1.0
1949,4,-0.2
1949,5,4.0
1949,6,9.1
1949,7,10.0
1949,8,9.9
1949,9,9.2
1949,10,5.0
1949,11,3.1
1949,12,-0.0
1950,1,3.1
1950,2,-0.5
1950,3,1.9
1950,4,2.2
1950,5,7.0
1950,6,8.9
1950,7,11.7
1950,8,11.5
1950,9,7.2
1950,10,4.6
1950,11,1.5
1950,12,-0.5
1951,1,-0.8
1951,2,-0.3
1951,3,-2.4
1951,4,-0.3
1951,5,6.5
1951,6,9.3
1951,7,10.4
1951,8,11.0
1951,9,9.2
1951,10,5.9
1951,11,1.7
1951,12,0.1
1952,1,-2.3
1952,2,1.1
1952,3,1.1
1952,4,3.2
1952,5,5.9
1952,6,8.3
1952,7,9.7
1952,8,10.2
1952,9,7.5
1952,10,5.7
1952,11,3.6
1952,12,1.9
1953,1,1.5
1953,2,2.6
1953,3,2.9
1953,4,0.1
1953,5,6.6
1953,6,9.6
1953,7,11.6
1953,8,11.1
1953,9,9.7
1953,10,4.8
1953,11,2.8
1953,12,3.2
1954,1,2.7
1954,2,0.7
1954,3,1.9
1954,4,4.5
1954,5,6.6
1954,6,9.2
1954,7,9.6
1954,8,10.4
1954,9,6.0
1954,10,4.1
1954,11,3.3
1954,12,0.3
1955,1,-1.4
1955,2,-1.4
1955,3,2.2
1955,4,5.4
1955,5,4.9
1955,6,9.1
1955,7,9.7
1955,8,9.4
1955,9,7.8
1955,10,4.4
1955,11,4.3
1955,12,-1.6
1956,1,-2.8
1956,2,3.6
1956,3,4.1
1956,4,3.9
1956,5,6.3
1956,6,7.5
1956,7,9.8
1956,8,9.5
1956,9,8.9
1956,10,5.8
1956,11,5.2
1956,12,2.8
1957,1,2.2
1957,2,-1.3
1957,3,0.9
1957,4,5.5
1957,5,6.6
1957,6,8.9
1957,7,11.2
1957,8,10.8
1957,9,7.3
1957,10,5.7
1957,11,3.8
1957,12,0.8
1958,1,-1.2
1958,2,-0.7
1958,3,1.3
1958,4,4.9
1958,5,4.5
1958,6,9.4
1958,7,11.1
1958,8,9.7
1958,9,11.2
1958,10,6.9
1958,11,5.7
1958,12,0.4
1959,1,-2.9
1959,2,3.4
1959,3,3.8
1959,4,2.4
1959,5,6.8
1959,6,8.1
1959,7,10.6
1959,8,9.8
1959,9,8.9
1959,10,7.8
1959,11,1.5
1959,12,0.6
1960,1,2.5
1960,2,-1.2
1960,3,4.2
1960,4,5.0
1960,5,7.8
1960,6,9.5
1960,7,11.6
1960,8,11.0
1960,9,9.7
1960,10,6.0
1960,11,3.0
1960,12,0.9
1961,1,2.5
1961,2,1.9
1961,3,1.9
1961,4,2.9
1961,5,7.6
1961,6,8.7
1961,7,10.2
1961,8,10.1
1961,9,9.2
1961,10,5.9
1961,11,2.8
1961,12,-0.7
1962,1,1.3
1962,2,1.2
1962,3,-1.7
1962,4,4.3
1962,5,6.2
1962,6,8.5
1962,7,10.1
1962,8,10.2
1962,9,8.2
1962,10,5.9
1962,11,2.2
1962,12,1.9
1963,1,1.1
1963,2,2.7
1963,3,4.6
1963,4,3.7
1963,5,4.9
1963,6,8.9
1963,7,9.2
1963,8,9.6
1963,9,7.0
1963,10,6.0
1963,11,-0.6
1963,12,3.4
1964,1,4.4
1964,2,4.2
1964,3,6.5
1964,4,4.8
1964,5,7.3
1964,6,9.1
1964,7,9.7
1964,8,9.2
1964,9,7.3
1964,10,6.1
1964,11,4.0
1964,12,-0.5
1965,1,0.3
1965,2,4.7
1965,3,0.5
1965,4,3.8
1965,5,7.0
1965,6,8.6
1965,7,10.5
1965,8,10.2
1965,9,7.3
1965,10,7.3
1965,11,0.7
1965,12,-0.8
1966,1,-1.0
1966,2,-1.1
1966,3,1.0
1966,4,4.1
1966,5,5.8
1966,6,9.3
1966,7,10.2
1966,8,10.5
1966,9,8.8
1966,10,4.0
1966,11,1.5
1966,12,-0.7
1967,1,2.4
1967,2,2.3
1967,3,-1.8
1967,4,2.6
1967,5,5.5
1967,6,8.3
1967,7,9.8
1967,8,10.2
1967,9,8.5
1967,10,3.8
1967,11,1.8
1967,12,0.3
1968,1,0.0
1968,2,-0.3
1968,3,0.3
1968,4,3.1
