 ár,mán,  t
1956,8,6.8
1956,9,7.4
1956,10,4.0
1956,11,4.2
1956,12,1.0
1957,1,1.1
1957,2,-2.5
1957,3,-0.8
1957,4,3.4
1957,5,4.4
1957,6,7.3
1957,7,8.7
1957,8,9.7
1957,9,6.0
1957,10,3.1
1957,11,2.0
1957,12,-1.2
1958,1,-2.4
1958,2,-4.1
1958,3,-1.3
1958,4,2.2
1958,5,1.7
1958,6,7.2
1958,7,7.6
1958,8,6.4
1958,9,10.0
1958,10,5.0
1958,11,3.2
1958,12,-0.8
1959,1,-3.9
1959,2,1.1
1959,3,2.6
1959,4,-0.7
1959,5,5.7
1959,6,7.2
1959,7,9.5
1959,8,7.9
1959,9,8.7
1959,10,6.9
1959,11,0.8
1959,12,-0.0
1960,1,-0.1
1960,2,-1.8
1960,3,1.4
1960,4,2.2
1960,5,6.5
1960,6,8.9
1960,7,9.3
1960,8,8.1
1960,9,7.8
1960,10,3.3
1960,11,3.1
1960,12,-0.3
1961,1,0.5
1961,2,-0.4
1961,3,-1.2
1961,4,-1.1
1961,5,6.3
1961,6,6.4
1961,7,8.8
1961,8,9.2
1961,9,7.9
1961,10,5.2
1961,11,2.0
1961,12,-2.0
1962,1,0.5
1962,2,-0.8
1962,3,-3.3
1962,4,2.9
1962,5,4.5
1962,6,7.0
1962,7,9.4
1962,8,7.5
1962,9,6.5
1962,10,3.7
1962,11,0.9
1962,12,-0.5
1963,1,-1.8
1963,2,-1.2
1963,3,1.8
1963,4,0.9
1963,5,2.9
1963,6,8.6
1963,7,7.3
1963,8,6.9
1963,9,4.5
1963,10,3.2
1963,11,-1.3
1963,12,-0.1
1964,1,1.4
1964,2,1.5
1964,3,4.0
1964,4,1.9
1964,5,5.2
1964,6,7.6
1964,7,9.5
1964,8,7.1
1964,9,4.5
1964,10,3.8
1964,11,0.8
1964,12,-1.8
1965,1,-1.8
1965,2,2.5
1965,3,-4.8
1965,4,-0.0
1965,5,2.5
1965,6,6.3
1965,7,8.5
1965,8,8.4
1965,9,4.4
1965,10,6.0
1965,11,-1.0
1965,12,-3.3
1966,1,-2.8
1966,2,-3.7
1966,3,-3.0
1966,4,0.9
1966,5,2.9
1966,6,8.8
1966,7,8.4
1966,8,7.9
1966,9,5.8
1966,10,1.8
1966,11,-0.2
1966,12,-2.3
1967,1,-1.1
1967,2,0.6
1967,3,-5.6
1967,4,-0.1
1967,5,1.0
1967,6,7.1
1967,7,6.5
1967,8,8.6
1967,9,7.7
1967,10,1.6
1967,11,-0.4
1967,12,-2.0
1968,1,-3.5
1968,2,-3.3
1968,3,-4.9
1968,4,-1.2
1968,5,1.4
1968,6,5.9
1968,7,9.1
1968,8,8.9
1968,9,7.4
1968,10,0.4
1968,11,3.0
1968,12,-1.0
1969,1,-3.0
1969,2,-4.3
1969,3,-4.3
1969,4,-1.2
1969,5,2.9
1969,6,8.0
1969,7,8.0
1969,8,11.0
1969,9,5.7
1969,10,2.5
1969,11,-1.7
1969,12,-0.9
1970,1,-0.6
1970,2,-3.3
1970,3,-4.1
1970,4,-0.6
1970,5,3.2
1970,6,8.8
1970,7,6.0
1970,8,8.2
1970,9,6.0
1970,10,2.9
1970,11,-0.1
1970,12,0.5
1971,1,-4.7
1971,2,-0.9
