 ár,mán,  t
1961,1,1.1
1961,2,0.6
1961,3,1.1
1961,4,2.1
1961,5,8.3
1961,6,9.4
1961,7,11.4
1961,8,10.5
1961,9,9.3
1961,10,5.5
1961,11,1.6
1961,12,-2.1
1962,1,0.1
1962,2,-0.1
1962,3,-2.5
1962,4,4.3
1962,5,6.8
1962,6,9.4
1962,7,11.1
1962,8,10.7
1962,9,8.0
1962,10,5.2
1962,11,0.8
1962,12,0.5
1963,1,-0.7
1963,2,1.9
1963,3,4.2
1963,4,4.1
1963,5,5.2
1963,6,10.1
1963,7,10.3
1963,8,10.0
1963,9,6.0
1963,10,5.6
1963,11,-1.8
1963,12,2.0
1964,1,4.1
1964,2,3.4
1964,3,5.8
1964,4,4.4
1964,5,8.0
1964,6,9.7
1964,7,10.4
1964,8,10.0
1964,9,6.8
1964,10,5.5
1964,11,3.2
1964,12,-2.1
1965,1,-0.9
1965,2,4.3
1965,3,-0.6
1965,4,3.5
1965,5,8.2
1965,6,9.6
1965,7,11.5
1965,8,10.6
1965,9,7.2
1965,10,7.1
1965,11,-0.2
1965,12,-1.7
1966,1,-1.7
1966,2,-2.4
1966,3,-0.1
1966,4,3.6
1966,5,6.4
1966,6,10.4
1966,7,11.4
1966,8,11.1
1966,9,8.8
1966,10,2.9
1966,11,0.7
1966,12,-1.8
1967,1,1.4
1967,2,1.8
1967,3,-2.7
1967,4,2.5
1967,5,6.2
1967,6,8.9
1967,7,10.9
1967,8,10.5
1967,9,8.5
1967,10,3.4
1967,11,1.9
1967,12,-0.4
1968,1,-0.9
1968,2,-1.1
1968,3,-0.4
1968,4,3.1
1968,5,6.0
1968,6,9.4
1968,7,12.0
