 ár,mán,  t
1961,1,-3.8
1961,2,-2.7
1961,3,-3.9
1961,4,-2.8
1961,5,6.7
1961,6,6.6
1961,7,9.7
1961,8,8.8
1961,9,7.3
1961,10,3.1
1961,11,-1.3
1961,12,-6.6
1962,1,-3.1
1962,2,-4.2
1962,3,-8.0
1962,4,1.5
1962,5,4.2
1962,6,7.4
1962,7,10.4
1962,8,7.7
1962,9,5.1
1962,10,2.1
1962,11,-2.9
1962,12,-3.6
1963,1,-6.9
1963,2,-3.7
1963,3,1.2
1963,4,0.2
1963,5,2.6
1963,6,11.0
1963,7,8.3
1963,8,7.7
1963,9,3.7
1963,10,2.3
1963,11,-5.0
1963,12,-2.4
1964,1,-0.9
1964,2,-0.4
1964,3,3.0
1964,4,1.2
1964,5,5.3
1964,6,7.6
1964,7,9.9
1964,8,6.9
1964,9,3.3
1964,10,2.4
1964,11,-1.2
1964,12,-6.0
1965,1,-5.0
1965,2,-0.8
1965,3,-7.4
1965,4,-0.1
1965,5,4.9
1965,6,8.0
1965,7,10.4
1965,8,8.7
1965,9,3.5
1965,10,5.2
1965,11,-4.1
1965,12,-7.6
1966,1,-6.8
1966,2,-9.0
1966,3,-5.5
1966,4,0.1
1966,5,3.1
1966,6,10.1
1966,7,8.8
1966,8,7.9
1966,9,5.0
1966,10,-0.4
1966,11,-3.5
1966,12,-6.2
1967,1,-3.8
1967,2,-2.0
1967,3,-8.7
1967,4,-1.0
1967,5,1.8
1967,6,7.8
1967,7,7.7
1967,8,9.1
1967,9,6.4
1967,10,-0.8
1967,11,-4.1
1967,12,-5.3
1968,1,-7.3
1968,2,-7.3
1968,3,-6.4
1968,4,-1.2
1968,5,1.8
1968,6,6.4
1968,7,12.0
1968,8,9.4
1968,9,7.3
1968,10,-2.2
1968,11,1.1
1968,12,-4.5
1969,1,-5.7
1969,2,-8.9
1969,3,-5.7
1969,4,-1.7
1969,5,3.5
1969,6,9.6
1969,7,8.9
1969,8,10.7
1969,9,4.5
1969,10,1.0
1969,11,-6.5
1969,12,-3.8
1970,1,-3.1
1970,2,-7.0
1970,3,-6.9
1970,4,-1.4
1970,5,4.1
1970,6,10.2
1970,7,6.5
1970,8,9.0
1970,9,4.6
1970,10,-0.2
1970,11,-3.9
1970,12,-2.6
1971,1,-8.6
1971,2,-3.1
1971,3,-2.3
1971,4,-0.1
1971,5,5.5
1971,6,7.7
1971,7,10.2
1971,8,8.0
1971,9,5.4
1971,10,1.0
1971,11,-4.0
1971,12,-3.9
1972,1,-0.1
1972,2,-1.6
1972,3,-0.4
1972,4,0.6
1972,5,6.4
1972,6,7.3
1972,7,10.0
1972,8,8.1
1972,9,6.1
1972,10,1.9
1972,11,-3.0
1972,12,-1.6
1973,1,0.0
1973,2,-7.5
1973,3,-0.7
1973,4,-0.2
1973,5,2.5
1973,6,5.7
1973,7,10.3
1973,8,8.6
1973,9,6.9
1973,10,1.0
1973,11,-7.8
1973,12,-8.7
1974,1,-1.2
1974,2,-3.6
1974,3,1.9
1974,4,4.6
1974,5,5.6
1974,6,8.6
1974,7,9.0
1974,8,7.6
1974,9,3.4
1974,10,1.4
1974,11,-1.1
1974,12,-7.1
1975,1,-8.5
1975,2,-0.6
1975,3,-3.5
1975,4,-1.1
1975,5,4.9
1975,6,5.6
1975,7,11.1
1975,8,10.8
1975,9,2.5
1975,10,2.8
1975,11,-0.8
1975,12,-4.8
1976,1,-6.6
1976,2,-1.9
1976,3,-0.1
1976,4,0.7
1976,5,4.4
1976,6,9.6
1976,7,12.1
1976,8,10.9
1976,9,6.8
1976,10,3.5
1976,11,0.4
1976,12,-7.0
1977,1,-4.6
1977,2,-6.0
1977,3,-2.0
1977,4,-3.0
1977,5,4.7
1977,6,8.2
1977,7,11.2
1977,8,9.0
1977,9,5.5
1977,10,1.8
1977,11,-4.2
1977,12,-2.6
1978,1,-6.0
1978,2,-6.2
1978,3,-2.5
1978,4,0.6
1978,5,5.2
1978,6,7.3
1978,7,10.0
1978,8,11.6
1978,9,5.1
1978,10,1.8
1978,11,-3.0
1978,12,-1.9
1979,1,-8.6
1979,2,-5.0
1979,3,-9.8
1979,4,-1.6
1979,5,-2.9
1979,6,7.5
1979,7,8.0
1979,8,7.5
1979,9,1.9
1979,10,2.5
1979,11,-2.6
1979,12,-3.5
1980,1,-4.9
1980,2,-2.9
1980,3,-1.9
1980,4,1.9
1980,5,6.5
1980,6,9.1
1980,7,10.3
1980,8,9.3
1980,9,5.5
1980,10,-1.5
