 ár,mán,  t
1949,1,-3.6
1949,2,-0.8
1949,3,-1.3
1949,4,-1.5
1949,5,2.0
1949,6,9.7
1949,7,10.5
1949,8,9.6
1949,9,8.8
1949,10,2.6
1949,11,0.7
1949,12,-2.9
1950,1,1.7
1950,2,-2.8
1950,3,-0.4
1950,4,0.3
1950,5,6.8
1950,6,9.0
1950,7,10.8
1950,8,10.3
1950,9,6.5
1950,10,3.5
1950,11,-1.0
1950,12,-4.3
1951,1,-3.6
1951,2,-1.3
1951,3,-4.7
1951,4,-1.2
1951,5,6.3
1951,6,8.9
1951,7,9.5
1951,8,9.0
1951,9,7.0
1951,10,4.1
1951,11,-1.6
1951,12,-2.1
1952,1,-3.3
1952,2,-1.7
1952,3,-0.9
1952,4,0.4
1952,5,4.1
1952,6,5.2
1952,7,9.3
1952,8,8.1
1952,9,6.6
1952,10,4.8
1952,11,1.4
1952,12,-0.7
1953,1,-0.7
1953,2,0.6
1953,3,1.4
1953,4,-2.2
1953,5,5.4
1953,6,10.6
1953,7,10.3
1953,8,10.2
1953,9,8.6
1953,10,3.2
1953,11,0.2
1953,12,2.2
1954,1,1.3
1954,2,-1.5
1954,3,-0.5
1954,4,3.6
1954,5,5.9
1954,6,7.4
1954,7,8.2
1954,8,9.1
1954,9,3.7
1954,10,1.5
1954,11,1.4
1954,12,-2.4
1955,1,-3.7
1955,2,-5.8
1955,3,-1.4
1955,4,3.7
1955,5,4.2
1955,6,8.0
1955,7,10.9
1955,8,10.6
1955,9,6.5
1955,10,1.8
1955,11,2.3
1955,12,-4.1
1956,1,-3.8
1956,2,2.1
1956,3,2.0
1956,4,1.5
1956,5,5.1
1956,6,7.0
1956,7,8.8
1956,8,7.0
1956,9,7.7
1956,10,3.9
1956,11,4.3
1956,12,1.5
1957,1,0.3
1957,2,-4.1
1957,3,-1.5
1957,4,3.5
1957,5,5.7
1957,6,8.2
1957,7,10.2
1957,8,10.1
1957,9,5.4
1957,10,3.4
1957,11,2.3
1957,12,-2.2
1958,1,-3.0
1958,2,-3.9
1958,3,-1.5
1958,4,2.9
1958,5,3.0
1958,6,7.9
1958,7,9.3
1958,8,7.2
1958,9,10.2
1958,10,5.0
1958,11,3.5
1958,12,-1.0
1959,1,-5.9
1959,2,1.4
1959,3,2.6
1959,4,0.0
1959,5,6.3
1959,6,7.2
1959,7,9.9
1959,8,8.4
1959,9,8.9
1959,10,7.1
1959,11,-1.3
1959,12,-2.3
1960,1,-0.5
1960,2,-2.3
1960,3,1.1
1960,4,2.6
1960,5,6.3
1960,6,9.2
1960,7,10.0
1960,8,9.2
1960,9,8.5
1960,10,2.3
1960,11,0.8
1960,12,-0.9
1961,1,-0.5
1961,2,-1.1
1961,3,-0.6
1961,4,-1.2
1961,5,6.6
1961,6,7.4
1961,7,10.0
1961,8,9.4
1961,9,8.4
1961,10,4.6
1961,11,1.1
1961,12,-3.6
1962,1,-0.5
1962,2,-1.4
1962,3,-4.7
1962,4,2.9
1962,5,5.2
1962,6,8.0
1962,7,9.7
1962,8,8.5
1962,9,6.9
1962,10,3.9
1962,11,-0.9
1962,12,-1.1
1963,1,-1.7
1963,2,-1.4
1963,3,1.9
1963,4,1.3
1963,5,3.0
1963,6,9.2
1963,10,3.3
1963,11,-3.1
1963,12,0.1
1964,1,1.8
1964,2,1.4
1964,3,3.7
1964,4,2.8
1964,5,5.9
1964,9,4.4
1964,10,4.0
1964,11,0.8
1964,12,-3.1
1965,1,-2.1
1965,2,3.1
1965,3,-4.3
1965,4,-0.4
1965,5,3.2
1965,7,9.9
1965,8,8.1
1965,9,4.8
1981,9,4.9
1981,10,-0.5
1981,11,-1.7
1981,12,-3.8
1982,1,-4.2
1982,2,0.5
1982,3,-0.9
1982,4,1.9
1982,5,2.7
1982,6,6.9
1982,7,10.1
1982,8,7.7
1982,9,4.0
1982,10,2.9
1982,11,-1.4
1982,12,-3.3
1983,1,-4.0
1983,2,0.4
1983,3,-2.3
1983,4,-2.2
1983,5,2.9
1983,6,7.0
1983,7,8.8
1983,8,8.8
1983,9,4.7
1983,10,1.8
1983,11,-0.0
1983,12,-2.8
1984,1,-6.2
1984,2,-1.0
1984,3,0.4
1984,4,2.4
1984,5,4.9
1984,6,8.2
1984,7,11.1
1984,8,10.4
1984,9,6.0
1984,10,1.6
1984,11,-1.7
1984,12,-0.4
1985,1,-2.9
1985,2,-1.8
1985,3,-1.9
1985,4,1.4
1985,5,5.5
1985,6,7.7
1985,7,8.5
1985,8,8.0
1985,9,4.2
1985,10,5.3
1985,11,-0.9
1985,12,-4.4
1986,1,-2.0
1986,2,-1.3
1986,3,-0.5
1986,4,1.9
1986,5,3.3
1986,6,8.8
1986,7,8.2
1986,8,8.7
1986,9,5.6
1986,10,0.7
1986,11,-0.8
1986,12,-1.9
1987,1,1.8
1987,2,-1.9
1987,3,-1.1
