 ár,mán,  t
1979,9,2.1
1979,10,3.1
1979,11,-2.2
1979,12,-3.1
1980,1,-3.9
1980,2,-1.7
1980,3,-0.9
1980,4,2.5
1980,5,6.8
1980,6,9.6
1980,7,10.8
1980,8,9.4
1980,9,5.6
1980,10,-1.8
1980,11,-1.6
1980,12,-5.8
1981,1,-5.8
1981,2,-5.1
1981,3,-3.8
1981,4,2.4
1981,5,4.2
1981,6,7.3
1981,7,9.3
1981,8,10.3
1981,9,5.0
1981,10,-1.8
1981,11,-3.1
1981,12,-4.7
1982,1,-4.8
1982,2,0.1
1982,3,-1.9
1982,4,1.7
1982,5,2.3
1982,6,9.7
1982,7,11.1
1982,8,7.6
1982,9,3.4
1982,10,2.1
1982,11,-3.5
1982,12,-4.1
1983,1,-4.5
1983,2,-0.2
1983,3,-3.0
1983,4,-3.2
1983,5,2.5
1983,6,8.0
1983,7,9.7
1983,8,9.2
1983,9,3.1
1983,10,0.1
1983,11,-0.8
1983,12,-3.4
1984,1,-6.7
1984,2,-1.5
1984,3,-0.6
1984,4,3.0
1984,5,5.5
1984,6,10.1
1984,7,12.6
1984,8,11.2
1984,9,4.7
1984,10,0.5
1984,11,-1.9
1984,12,-1.1
1985,1,-4.1
1985,2,-3.3
1985,3,-3.1
1985,4,0.3
1985,5,5.7
1985,6,8.7
1985,7,8.8
1985,8,7.2
1985,9,3.5
1985,10,4.3
1985,11,-3.4
1985,12,-6.0
1986,1,-3.0
1986,2,-3.2
1986,3,-1.0
1986,4,0.7
1986,5,2.2
1986,6,10.3
1986,7,9.5
1986,8,8.7
1986,9,4.3
1986,10,-0.2
1986,11,-2.4
1986,12,-3.3
1987,1,0.6
1987,2,-2.7
1987,3,-1.6
1987,4,2.2
1987,5,7.3
1987,6,8.8
1987,7,11.1
1987,8,9.0
1987,9,5.5
1987,10,0.2
1987,11,2.4
1987,12,-0.3
1988,1,-6.5
1988,2,-4.3
1988,3,-4.1
1988,4,-3.2
1988,5,5.6
1988,6,10.2
1988,7,9.7
1988,8,9.7
1988,9,5.3
1988,10,1.0
1988,11,-0.3
1988,12,-2.5
1989,1,-2.6
1989,2,-5.5
1989,3,-3.2
1989,4,-0.9
1989,5,3.3
1989,6,8.9
1989,7,11.4
1989,8,8.8
1989,9,5.5
1989,10,2.1
1989,11,-1.8
1989,12,-2.8
1990,1,-2.1
1990,2,-3.9
1990,3,-4.6
1990,4,-1.9
1990,5,5.9
1990,6,9.2
1990,7,11.7
1990,8,9.6
1990,9,4.6
1990,10,1.9
1990,11,-0.0
1990,12,-2.3
1991,1,-0.0
1991,2,-1.4
1991,3,0.4
1991,4,-1.2
1991,5,7.5
1991,6,8.0
1991,7,12.7
1991,8,10.2
1991,9,5.1
1991,10,3.0
1991,11,-2.6
1991,12,-1.2
1992,1,1.3
1992,2,-2.7
1992,3,-2.2
1992,4,0.5
1992,5,5.7
1992,6,8.7
1992,7,9.2
1992,8,8.3
1992,9,5.3
1992,10,2.1
1992,11,-2.3
1992,12,-2.1
1993,1,-6.1
1993,2,-0.8
1993,3,-0.3
1993,4,1.8
1993,5,4.5
1993,6,7.5
1993,7,7.0
1993,8,8.5
1993,9,7.5
1993,10,2.3
1993,11,3.2
1993,12,-4.7
1994,1,-4.4
1994,2,-2.0
1994,3,-3.5
1994,4,-0.5
1994,5,5.6
1994,6,6.9
1994,7,12.3
1994,8,10.1
1994,9,4.3
1994,10,-0.0
1994,11,-0.3
1994,12,-3.1
1995,1,-4.5
1995,2,-5.2
1995,3,-3.8
1995,4,-1.0
1995,5,2.3
1995,6,9.4
1995,7,9.4
1995,8,10.9
1995,9,5.4
1995,10,0.9
1995,11,-1.2
1995,12,-4.1
1996,1,-0.9
1996,2,-3.4
1996,3,1.3
1996,4,1.7
1996,5,5.5
1996,6,8.5
1996,7,10.9
1996,8,9.1
1996,9,10.1
1996,10,1.4
1996,11,-6.4
1996,12,-3.9
1997,1,-2.8
1997,2,-3.9
1997,3,-3.3
1997,4,1.6
1997,5,4.0
1997,6,7.3
1997,7,12.6
1997,8,9.8
1997,9,6.1
1997,10,1.9
1997,11,0.5
1997,12,-1.3
1998,1,-2.3
1998,2,-4.9
1998,3,-4.0
1998,4,-0.1
1998,5,6.3
1998,6,7.2
