 ár,mán,  t
1965,7,8.5
1965,8,5.8
1965,9,2.1
1965,10,2.5
1965,11,-6.0
1965,12,-8.3
1966,1,-7.8
1966,2,-9.2
1966,3,-6.8
1966,4,-2.5
1966,5,-0.0
1966,6,5.9
1966,7,5.9
1966,8,5.7
1966,9,3.2
1966,10,-2.7
1966,11,-6.0
1966,12,-7.8
1967,1,-4.5
1967,2,-3.9
1967,3,-10.2
1967,4,-4.1
1967,5,-0.7
1967,6,4.1
1967,7,6.2
1967,8,6.5
1967,9,4.2
1967,10,-3.0
1967,11,-6.5
1967,12,-6.6
1968,1,-7.9
1968,2,-7.7
1968,3,-7.3
1968,4,-3.8
1968,5,-2.0
1968,6,3.3
1968,7,8.5
1968,8,6.1
1968,9,5.0
1968,10,-3.4
1968,11,-0.2
1968,12,-5.6
1969,1,-7.8
1969,2,-10.3
1969,3,-6.6
1969,4,-4.6
1969,5,1.3
1969,6,6.4
1969,7,5.8
1969,8,7.6
1969,9,0.9
1969,10,-0.5
1969,11,-9.0
1969,12,-6.0
1970,1,-5.4
1970,2,-9.0
1970,3,-8.7
1970,4,-4.5
1970,5,0.9
1970,6,5.1
1970,7,4.4
1970,8,6.0
1970,9,2.6
1970,10,-1.9
1970,11,-5.5
1970,12,-4.2
1971,1,-10.2
1971,2,-5.1
1971,3,-4.7
1971,4,-3.0
1971,5,1.5
1971,6,4.9
1971,7,7.5
1971,8,5.5
1971,9,3.0
1971,10,-1.7
1971,11,-5.2
1971,12,-5.5
1972,1,-2.2
1972,2,-3.2
1972,3,-3.6
1972,4,-2.9
1972,5,2.4
1972,6,4.3
1972,7,6.3
1972,8,5.0
1972,9,3.8
1972,10,-0.5
1972,11,-5.8
1972,12,-4.2
1973,1,-2.1
1973,2,-8.4
1973,3,-3.9
1973,4,-2.4
1973,5,-0.3
1973,6,2.9
1973,7,7.5
1973,8,6.0
1973,9,4.0
1973,10,-0.8
1973,11,-8.0
1973,12,-10.4
1974,1,-4.0
1974,2,-6.5
1974,3,-1.5
1974,4,1.1
1974,5,3.3
1974,6,5.7
1974,7,7.2
1974,8,5.9
1974,9,0.8
1974,10,-0.7
1974,11,-3.4
1974,12,-8.7
1975,1,-9.9
1975,2,-2.4
1975,3,-6.0
1975,4,-3.4
1975,5,0.4
1975,6,2.9
1975,7,7.0
1975,8,7.9
1975,9,0.4
1975,10,1.2
1975,11,-3.7
1975,12,-6.4
1976,1,-8.4
1976,2,-5.1
1976,3,-4.2
1976,4,-3.0
1976,5,0.4
1976,6,5.5
1976,7,8.7
1976,8,6.2
1976,9,4.7
1976,10,0.7
1976,11,-2.4
1976,12,-7.3
1977,1,-7.9
1977,2,-7.5
1977,3,-2.9
1977,4,-4.3
1977,5,1.6
1977,6,4.6
1977,7,8.0
1977,8,6.5
1977,9,2.5
1977,10,-0.1
1977,11,-6.8
1977,12,-4.1
1978,1,-8.0
1978,2,-7.9
1978,3,-5.0
1978,4,-2.3
1978,5,0.8
1978,6,3.7
1978,7,7.9
1978,8,8.2
1978,9,3.1
1978,10,-1.2
1978,11,-5.4
1978,12,-4.2
1979,1,-10.6
1979,2,-6.4
1979,3,-11.1
1979,4,-4.1
1979,5,-4.7
1979,6,4.0
1979,7,6.4
1979,8,5.8
1979,9,0.0
1979,10,-0.4
1979,11,-5.0
1979,12,-5.7
1980,1,-6.8
1980,2,-4.2
1980,3,-5.7
1980,4,-2.0
1980,5,2.2
1980,6,6.7
1980,7,7.5
1980,8,6.8
1980,9,3.4
1980,10,-4.6
1980,11,-4.9
1980,12,-7.6
1981,1,-8.4
1981,2,-7.2
1981,3,-7.4
1981,4,-1.9
1981,5,0.8
1981,6,4.6
1981,7,6.1
1981,8,7.0
1981,9,2.1
1981,10,-5.3
1981,11,-6.2
1981,12,-8.5
1982,1,-7.1
1982,2,-3.0
1982,3,-5.7
1982,4,-2.5
1982,5,-0.6
1982,6,6.6
1982,7,7.2
1982,8,5.1
1982,9,0.4
1982,10,-0.3
1982,11,-6.1
1982,12,-7.3
1983,1,-8.1
1983,2,-4.0
1983,3,-6.3
1983,4,-7.3
1983,5,-0.1
1983,6,3.6
1983,7,5.6
1983,8,5.2
1983,9,1.8
1983,10,-2.4
1983,11,-4.0
1983,12,-6.5
1984,1,-10.3
1984,2,-5.3
1984,3,-4.7
1984,4,-2.4
1984,5,0.2
1984,6,6.7
1984,7,9.0
1984,8,7.1
1984,9,3.0
1984,10,-2.1
1984,11,-4.3
1984,12,-4.6
1985,1,-7.3
1985,2,-5.2
1985,3,-7.0
1985,4,-2.7
1985,5,1.6
1985,6,5.6
1985,7,6.1
1985,8,5.7
1985,9,1.6
1985,10,1.2
1985,11,-5.7
1985,12,-8.8
1986,1,-6.3
1986,2,-5.3
1986,3,-5.4
1986,4,-2.7
1986,5,-1.3
1986,6,4.7
1986,7,6.5
1986,8,6.0
1986,9,2.5
1986,10,-3.5
1986,11,-5.1
1986,12,-6.4
1987,1,-2.2
1987,2,-5.4
1987,3,-5.6
1987,4,-2.8
1987,5,1.4
1987,6,6.0
1987,7,7.6
1987,8,7.3
1987,9,2.6
1987,10,-3.7
1987,11,-0.9
1987,12,-2.0
1988,1,-9.3
1988,2,-7.5
1988,3,-7.0
1988,4,-6.4
1988,5,2.5
1988,6,5.4
1988,7,7.3
1988,8,6.9
1988,9,2.0
1988,10,-1.1
1988,11,-2.2
1988,12,-5.0
1989,1,-5.6
1989,2,-9.2
1989,3,-6.9
1989,4,-4.7
1989,5,-0.7
1989,6,3.4
1989,7,6.5
1989,8,6.2
1989,9,2.2
1989,10,-0.1
1989,11,-3.5
1989,12,-5.6
1990,1,-4.8
1990,2,-7.5
1990,3,-7.9
1990,4,-6.0
1990,5,2.5
1990,6,5.4
1990,7,8.1
1990,8,6.8
1990,9,1.4
1990,10,-0.3
1990,11,-2.0
1990,12,-5.9
1991,1,-4.3
1991,2,-3.9
1991,3,-3.8
1991,4,-5.2
1991,5,2.4
1991,6,6.1
1991,7,10.5
1991,8,7.0
1991,9,3.3
1991,10,-0.5
1991,11,-5.4
1991,12,-4.4
1992,1,-2.8
1992,2,-6.1
1992,3,-5.7
1992,4,-3.8
1992,5,0.1
1992,6,3.6
1992,7,6.4
1992,8,5.7
1992,9,2.3
1992,10,-0.9
1992,11,-4.9
1992,12,-5.9
1993,1,-8.4
1993,2,-4.7
1993,3,-3.9
1993,4,-2.4
1993,5,-0.4
1993,6,4.6
1993,7,5.0
1993,8,5.8
1993,9,5.3
1993,10,-0.9
1993,11,-1.1
1993,12,-8.1
1994,1,-8.4
1994,2,-4.8
1994,3,-7.4
1994,4,-5.0
1994,5,1.8
1994,6,3.8
1994,7,9.3
1994,8,7.5
1994,9,1.9
1994,10,-1.6
1994,11,-3.6
1994,12,-6.8
1995,1,-7.8
1995,2,-8.9
1995,3,-8.3
1995,4,-4.7
1995,5,0.4
1995,6,5.5
1995,7,6.9
1995,8,7.5
1995,9,3.1
1995,10,-2.5
1995,11,-3.5
1995,12,-6.3
1996,1,-3.2
1996,2,-6.5
1996,3,-3.4
1996,4,-1.3
1996,5,2.2
1996,6,6.3
1996,7,7.6
1996,8,6.4
1996,9,6.6
1996,10,-1.1
1996,11,-8.4
1996,12,-5.6
1997,1,-5.2
1997,2,-7.1
1997,3,-6.5
1997,4,-1.7
1997,5,0.2
1997,6,4.7
1997,7,8.9
1997,8,7.3
1997,9,3.2
1997,10,0.1
1997,11,-1.6
1997,12,-2.6
1998,1,-5.4
1998,2,-7.1
1998,3,-7.2
1998,4,-2.6
1998,5,2.2
1998,6,5.7
1998,7,6.7
1998,8,8.0
1998,9,3.2
1998,10,-2.9
1998,11,-3.4
1998,12,-4.9
1999,1,-5.7
1999,2,-7.2
1999,3,-8.1
