 ár,mán,  t
1973,10,-2.5
1973,11,-10.0
1973,12,-11.6
1974,1,-5.2
1974,2,-7.1
1974,3,-2.5
1974,4,-0.2
1974,5,1.3
1974,6,4.5
1974,7,5.4
1974,8,4.3
1974,9,-0.7
1974,10,-1.9
1974,11,-4.4
1974,12,-10.2
1975,1,-10.9
1975,2,-3.7
1975,3,-7.7
1975,4,-5.6
1975,5,-1.1
1975,6,0.4
1975,7,6.1
1975,8,6.8
1975,9,-1.4
1975,10,-0.5
1975,11,-4.6
1975,12,-8.0
1976,1,-10.1
1976,2,-6.2
1976,3,-4.9
1976,4,-4.3
1976,5,-0.9
1976,6,4.3
1976,7,7.6
1976,8,5.6
1976,9,3.1
1976,10,-0.8
1976,11,-3.8
1976,12,-8.8
1977,1,-8.7
1977,2,-8.4
1977,3,-4.8
1977,4,-6.9
1977,5,-1.3
1977,6,2.7
1977,7,6.9
1977,8,5.1
1977,9,1.0
1977,10,-1.6
1977,11,-8.1
1977,12,-5.6
1978,1,-9.2
1978,2,-9.2
1978,3,-6.3
1978,4,-4.5
1978,5,-0.7
1978,6,2.2
