 ár,mán,  t
1965,6,7.8
1965,7,8.7
1965,8,9.2
1965,9,6.5
1965,10,6.6
1965,11,0.6
1965,12,-2.0
1966,1,-1.3
1966,2,-2.5
1966,3,-0.5
1966,4,3.5
1966,5,5.6
1966,6,9.6
1966,7,10.5
1966,8,9.7
1966,9,7.2
1966,10,3.7
1966,11,0.5
1966,12,-1.2
1967,1,1.4
1967,2,2.6
1967,3,-2.1
1967,4,2.3
1967,5,4.3
1967,6,8.3
1967,7,9.7
1967,8,9.0
1967,9,8.4
1967,10,3.3
1967,11,0.9
1967,12,-1.0
1968,1,-1.6
1968,2,-2.1
1968,3,-0.9
1968,4,1.7
1968,5,3.0
1968,6,6.7
1968,7,9.3
1968,8,9.4
1968,9,8.3
1968,10,2.7
1968,11,3.9
1968,12,0.1
1969,1,-1.0
1969,2,-3.5
1969,3,0.1
1969,4,3.0
1969,5,5.0
1969,6,8.5
1969,7,9.6
1969,8,10.1
1969,9,6.2
1969,10,4.7
1969,11,-2.5
1969,12,0.4
1970,1,1.0
1970,2,-1.8
1970,3,-2.3
1970,4,2.0
1970,5,6.7
1970,6,9.7
1970,7,8.9
1970,8,9.1
1970,9,7.0
1970,10,3.7
1970,11,0.5
1970,12,1.3
1971,1,-2.5
1971,2,1.9
1971,3,1.3
1971,4,3.2
1971,5,7.1
1971,6,7.9
1971,7,10.4
1971,8,9.2
1971,9,7.2
1971,10,4.4
1971,11,0.4
1971,12,0.5
1972,1,3.0
1972,2,2.8
1972,3,3.9
1972,4,4.2
1972,5,7.3
1972,6,8.6
1972,7,10.3
1972,8,9.6
1972,9,7.7
1972,10,5.3
1972,11,1.3
1972,12,2.7
1973,1,3.8
1973,2,-1.6
1973,3,2.7
1973,4,2.8
1973,5,4.9
1973,6,7.4
1973,7,9.5
1973,8,9.5
1973,9,8.1
1973,10,4.2
1973,11,-2.3
1973,12,-3.3
1974,1,2.3
1974,2,0.9
1974,3,4.4
1974,4,6.4
1974,5,7.0
1974,6,8.5
1974,7,10.2
1974,8,9.2
1974,9,6.6
