 ár,mán,  t
1949,1,-2.3
1949,2,0.8
1949,3,-0.3
1949,4,-0.6
1949,5,2.1
1949,6,6.2
1949,7,7.4
1949,8,7.6
1949,9,7.1
1949,10,3.8
1962,10,4.8
1962,11,1.8
1962,12,0.9
1963,1,-0.3
1963,2,0.7
1963,3,3.3
1963,5,3.7
1963,6,6.3
1963,7,7.3
1963,8,7.1
1963,9,6.0
1963,10,5.4
1963,11,0.3
1963,12,1.2
1964,1,2.1
1964,2,1.7
1964,3,4.0
1964,4,2.9
1964,5,4.4
1964,6,5.9
1964,7,7.7
1964,8,7.8
1964,9,6.2
1964,10,5.5
1964,11,2.5
1964,12,-1.2
1965,1,-0.5
1965,2,1.8
1965,3,-2.5
1965,4,0.7
1965,5,2.1
1965,6,4.4
1965,8,6.7
1965,9,5.4
1965,10,6.2
1965,11,0.6
1965,12,-1.4
1966,1,-1.1
1966,2,-2.1
1966,3,-0.9
1966,4,2.3
1966,5,3.3
1966,6,6.9
1966,7,8.1
1966,8,8.0
1966,9,6.5
1966,10,3.9
1967,5,1.5
1967,6,5.0
1967,7,6.3
1967,8,6.6
1967,9,6.9
