 ár,mán,  t
1977,9,7.8
1977,10,5.3
1977,11,-0.4
1977,12,1.7
1978,1,-1.3
1978,2,-0.7
1978,3,1.7
1978,4,4.0
1978,5,6.0
1978,6,8.0
1978,7,10.8
1978,8,11.5
1978,9,8.1
1978,10,4.9
1978,11,1.2
1978,12,1.5
1979,1,-3.6
1979,2,-0.1
1979,3,-3.9
1979,4,1.5
1979,5,2.1
1979,6,8.0
1979,7,9.7
1979,8,9.9
1979,9,5.6
1979,10,5.4
1979,11,1.3
1979,12,0.6
1980,1,0.3
1980,2,1.9
1980,3,0.9
1980,4,3.7
1980,5,6.7
1980,6,9.2
1980,7,10.9
1980,8,10.9
1980,9,8.4
1980,10,1.9
1980,11,1.3
1980,12,-1.3
1981,1,-1.9
1981,2,-1.1
1981,3,-1.0
1981,4,3.6
1981,5,
1981,6,
1981,7,
1981,8,
1981,9,
1981,10,
1981,11,
1982,1,
1982,2,
1982,3,
1982,5,
1982,6,
1982,7,
1982,8,
1982,9,
1982,10,
1982,11,
1983,2,
1983,3,
1983,4,
1983,5,
1983,6,
1983,7,
1983,8,
1983,9,
1983,10,
1983,11,
1983,12,
1984,1,
1984,2,
1984,3,
1984,4,
1984,5,
1984,6,
1984,7,
1984,8,
1984,9,
1984,10,
1984,11,
1984,12,
1985,1,
1985,2,
1985,3,
1985,4,
1985,5,
1985,6,
1985,7,
1985,8,
1985,9,
1985,10,6.8
1985,11,
1985,12,-0.8
1986,1,-0.1
1986,2,1.9
1986,3,0.5
1986,4,3.4
1986,5,5.4
1986,6,8.2
1986,7,10.2
1986,8,
1986,9,7.5
1986,10,
1986,11,
1986,12,
1987,1,
1987,2,
1987,3,
1987,4,
1987,5,
1987,6,
1987,7,11.4
1987,8,
1987,9,
1987,10,2.5
1987,11,
1987,12,
1988,1,
1988,2,-1.4
1988,3,
1988,4,
1988,5,
1988,6,
1988,7,
1988,8,
1988,9,
1988,10,
1988,11,
1988,12,
1989,1,
1989,2,
1989,3,
1989,4,
1989,5,
1989,6,
1989,7,
1989,8,
1989,9,
1989,10,
1989,11,
1989,12,
1990,1,
1990,2,
1990,3,
1990,4,
1990,5,
1990,6,
1990,7,
1990,8,
1990,9,
1990,10,
1990,11,
1990,12,
1991,1,
1991,2,
1991,3,
1991,4,
1991,5,
1991,6,
1991,7,
1991,8,
1991,9,
1991,10,
1991,11,
1991,12,
1992,1,
1992,2,
1992,3,
1992,4,
1992,5,
1992,6,
1992,7,
1992,8,
1992,9,
1992,10,
1992,11,
1992,12,
