 ár,mán,  t
1973,1,-0.4
1973,2,-6.5
1973,3,-2.0
1973,4,-0.9
1973,5,1.7
1973,6,4.5
1973,7,8.4
1973,8,7.8
1973,9,5.7
1973,10,0.9
1973,11,-6.1
1973,12,-8.5
1974,1,-2.2
1974,2,-4.5
1974,3,0.5
1974,4,3.0
1974,5,4.5
1974,6,7.5
1974,7,8.5
1974,8,7.6
1974,9,2.8
1974,10,0.8
1974,11,-1.5
1974,12,-6.8
1975,1,-6.8
1975,2,-0.4
1975,3,-3.8
1975,4,-1.4
1975,5,3.6
1975,6,4.5
1975,7,8.2
1975,8,8.7
1975,9,2.2
1975,10,3.2
1975,11,-1.4
1975,12,-4.1
1976,1,-6.2
1976,2,-3.2
1976,3,-2.2
1976,4,-1.2
1976,5,2.2
1976,6,6.2
1976,7,9.1
1976,8,7.8
1976,9,5.8
1976,10,2.8
1976,11,-0.2
1976,12,-5.8
1977,1,-6.0
1977,2,-5.4
1977,3,-1.1
1977,4,-2.1
1977,5,2.9
1977,6,5.8
1977,7,9.3
1977,8,7.7
1977,9,4.5
1978,6,5.8
