 ár,mán,  t
1949,1,-4.0
1949,2,-1.1
1949,3,-1.6
1949,4,-1.9
1949,5,2.2
1949,6,9.7
1949,7,10.9
1949,8,9.1
1949,9,8.4
1949,10,3.3
1949,11,1.3
1949,12,-2.9
1950,1,1.9
1950,2,-2.3
1950,3,-0.4
1950,4,0.7
1950,5,6.6
1950,6,9.2
1950,7,11.7
1950,8,11.5
1950,9,5.6
1950,10,3.3
1950,11,-1.1
1950,12,-3.4
1951,1,-3.1
1951,2,-1.9
1951,3,-4.4
1951,4,-1.0
1951,5,7.3
1951,6,9.8
1951,7,10.5
1951,8,9.8
1951,9,8.6
1951,10,4.7
1951,11,-0.6
1951,12,-2.1
1952,1,-4.5
1952,2,-1.0
1952,3,-0.1
1952,4,1.7
1952,5,5.3
1952,6,7.2
1952,7,10.2
1952,8,9.2
1952,9,6.3
1952,10,4.7
1952,11,1.5
1952,12,-0.3
1953,1,-1.0
1953,2,0.5
1953,3,1.4
1953,4,-1.6
1953,5,6.8
1953,6,10.8
1953,7,11.4
1953,8,11.0
1953,9,9.2
1953,10,3.0
1953,11,0.4
1953,12,1.5
1954,1,1.1
1954,2,-1.2
1954,3,0.1
1954,4,3.4
1954,5,7.3
1954,6,10.1
1954,7,9.4
1954,8,10.1
1954,9,3.6
1954,10,2.2
1954,11,1.8
1954,12,-2.6
1955,1,-3.3
1955,2,-5.0
1955,3,-0.5
1955,4,5.0
1955,5,5.2
1955,6,10.3
1955,7,10.4
1955,8,9.8
1955,9,7.0
1955,10,2.0
1955,11,2.9
1955,12,-4.4
1956,1,-4.8
1956,2,1.6
1956,3,2.3
1956,4,1.8
1956,5,5.9
1956,6,8.2
1956,7,10.2
1956,8,8.4
1956,9,8.1
1956,10,3.4
1956,11,3.5
1956,12,1.2
1957,1,-0.3
1957,2,-3.3
1957,3,-1.1
1957,4,4.2
1957,5,6.7
1957,6,9.8
1957,7,11.7
1957,8,10.7
1957,9,5.4
1957,10,3.0
1957,11,1.8
1957,12,-3.0
1958,1,-4.0
1958,2,-4.1
1958,3,-0.8
1958,4,3.6
1958,5,3.9
1958,6,9.7
1958,7,10.9
1958,8,7.9
1958,9,10.7
1958,10,5.1
1958,11,3.7
1958,12,-0.8
1959,1,-5.6
1959,2,1.2
1959,3,2.2
1959,4,0.4
1959,5,7.1
1959,6,8.2
1959,7,11.2
1959,8,8.6
1959,9,8.3
1959,10,7.3
1959,11,-0.8
1959,12,-1.7
1960,1,0.4
1960,2,-2.9
1960,3,2.5
1960,4,3.3
1960,5,8.1
1960,6,9.5
1960,7,11.0
1960,8,9.9
1960,9,8.5
1960,10,2.6
1960,11,1.5
1960,12,-1.0
1961,1,-0.0
1961,2,-0.7
1961,3,-1.1
1961,4,0.2
1961,5,6.8
1961,6,8.2
1961,7,10.3
1961,8,9.6
1961,9,8.3
1961,10,4.5
1961,11,0.2
1961,12,-4.0
1962,1,-0.2
1962,2,-1.6
1962,3,-3.6
1962,4,3.6
1962,5,5.3
1962,6,7.9
1962,7,10.6
1962,8,9.1
1962,9,6.5
1962,10,3.9
1962,11,-0.9
1962,12,-1.1
1963,1,-2.2
1963,2,-0.5
1963,3,2.6
1963,4,2.2
1963,5,3.6
1963,6,9.4
1963,7,9.1
1963,8,8.7
1963,9,4.7
1963,10,4.1
1963,11,-2.8
1963,12,0.8
1964,1,1.8
1964,2,1.4
1964,3,4.6
1964,4,3.2
1964,5,7.0
1964,6,8.8
1964,7,9.5
1964,8,8.5
1964,9,5.0
1964,10,4.0
1964,11,1.6
1964,12,-3.5
1965,1,-1.9
1965,2,2.6
1965,3,-3.6
1965,4,1.8
1965,5,6.1
1965,6,8.2
1965,7,11.1
1965,8,9.0
1965,9,5.5
1965,10,6.2
1965,11,-1.3
1965,12,-3.6
1966,1,-3.7
1966,2,-4.4
1966,3,-2.1
1966,4,2.6
1966,5,4.3
