 ár,mán,  t
1961,1,0.5
1961,2,-0.1
1961,3,0.1
1961,4,1.1
1961,5,7.5
1961,6,8.4
1961,7,10.6
1961,8,9.9
1961,9,8.8
1961,10,4.6
1961,11,0.9
1961,12,-3.0
1962,1,-0.3
1962,2,-1.4
1962,3,-3.6
1962,4,3.0
1962,5,6.0
1962,6,8.7
1962,7,10.9
1962,8,10.1
1962,9,7.0
1962,10,4.2
1962,11,0.0
1962,12,-0.7
1963,1,-2.5
1963,2,1.0
1963,3,3.9
1963,4,3.2
1963,5,4.6
1963,6,9.8
1963,7,10.3
1963,8,9.4
1963,9,5.5
1963,10,4.7
1963,11,-1.9
1963,12,0.9
1964,1,2.4
1964,2,2.4
1964,3,4.8
1964,4,3.2
1964,5,7.2
1964,6,8.7
1964,7,9.7
1964,8,9.2
1964,9,6.3
1964,10,4.5
1964,11,2.2
1964,12,-3.7
1965,1,-1.8
1965,2,2.7
1965,3,-1.5
1965,4,2.8
1965,5,7.3
1965,6,8.9
1965,7,11.4
1965,8,9.9
1965,9,6.7
1965,10,6.5
1965,11,-0.6
1965,12,-2.2
1966,1,-2.4
1966,2,-2.9
1966,3,-1.2
1966,4,3.0
1966,5,5.3
1966,6,9.6
1966,7,10.6
1966,8,10.3
1966,9,7.9
1966,10,2.2
1966,11,-0.9
1966,12,-2.9
1967,1,0.5
1967,2,1.1
1967,3,-4.2
1967,4,1.0
1967,5,5.5
1967,6,8.0
1967,7,10.7
1967,8,9.9
1967,9,7.8
1967,10,2.2
1967,11,-0.6
1967,12,-2.2
1968,1,-2.5
1968,2,-3.3
1968,3,-2.1
1968,4,2.2
1968,5,4.9
1968,6,8.5
1968,7,11.6
1968,8,9.9
1968,9,9.2
1968,10,2.5
1968,11,4.1
1968,12,-1.4
1969,1,-2.5
1969,2,-5.1
1969,3,-0.7
1969,4,1.8
1969,5,6.5
1969,6,9.3
1969,7,9.8
1969,8,11.1
1969,9,5.3
1969,10,4.7
1969,11,-3.6
1969,12,-0.6
1970,1,-0.2
1970,2,-3.4
1970,3,-3.6
1970,4,1.3
1970,5,5.9
1970,6,8.4
1970,7,9.4
1970,8,9.7
1970,9,7.0
1970,10,3.3
1970,11,-0.6
1970,12,0.8
1971,1,-4.5
1971,2,0.0
1971,3,0.7
1971,4,3.0
1971,5,6.4
1971,6,9.6
1971,7,10.9
1971,8,9.8
1971,9,7.6
1971,10,3.3
1971,11,-0.4
1971,12,-0.9
1972,1,2.1
1972,2,1.8
