 ár,mán,  t
1949,1,-4.5
1949,2,-1.4
1949,3,-2.6
1949,4,-1.8
1949,5,2.7
1949,6,9.4
1949,7,10.6
1949,8,9.9
1949,9,8.6
1949,10,2.8
1949,11,1.0
1949,12,-3.0
1950,1,1.8
1950,2,-2.8
1950,3,-0.8
1950,4,1.0
1950,5,6.2
1950,6,9.8
1950,7,12.6
1950,8,11.8
1950,9,5.2
1950,10,3.2
1950,11,-2.7
1950,12,-3.8
1951,1,-3.0
1951,2,-2.5
1951,3,-5.6
1951,4,-1.8
1951,5,5.9
1951,6,10.6
1951,7,10.5
1951,8,10.9
1951,9,9.1
1951,10,4.9
1951,11,-1.4
1951,12,-2.6
1952,1,-5.6
1952,2,-2.5
1952,3,-1.3
1952,4,1.9
1952,5,5.6
1952,6,8.3
1952,7,9.7
1952,8,9.5
1952,9,5.9
1952,10,4.8
1952,11,0.2
1952,12,-0.1
1953,1,-1.6
1953,2,-0.6
1953,3,1.3
1953,4,-1.4
1953,5,6.6
1953,6,10.1
1953,7,12.1
1953,8,11.4
1953,9,8.8
1953,10,3.1
1953,11,0.1
1953,12,1.1
1954,1,0.6
1954,2,-1.7
1954,3,0.4
1954,4,3.5
1954,5,7.1
1954,6,10.3
1954,8,10.4
1954,9,4.5
1954,10,1.8
1954,11,2.0
1954,12,-3.3
1955,1,-4.0
1955,2,-5.6
1955,3,-0.4
1955,4,5.1
1955,5,5.5
1955,6,10.5
1955,7,10.1
1955,8,9.5
1955,9,7.8
1955,10,2.1
1955,11,3.0
1955,12,-4.4
1956,1,-5.3
1956,2,0.4
1956,3,2.0
1956,4,2.5
1956,5,5.5
1956,6,8.4
1956,7,10.4
1956,8,8.9
1956,9,8.1
1956,10,3.3
1956,11,3.7
1956,12,1.1
1957,1,-0.3
1957,2,-3.6
1957,3,-1.7
1957,4,3.8
1957,5,6.6
1957,6,9.8
1957,7,12.4
1957,8,10.5
1957,9,5.4
1957,10,3.1
1957,11,1.3
1957,12,-2.9
1958,1,-4.5
1958,2,-5.0
1958,3,-1.1
1958,4,3.0
1958,5,3.9
1958,6,9.8
1958,7,12.1
1958,8,9.9
1958,9,10.5
1958,10,4.6
1958,11,3.2
1958,12,-1.3
1959,1,-6.6
1959,2,1.2
1959,3,2.1
1959,4,1.6
1959,5,7.2
1959,6,8.8
1959,10,6.9
1959,11,-1.1
1959,12,-2.4
1960,1,-0.8
1960,2,-3.3
1960,3,1.7
1960,4,3.0
1960,5,7.7
1960,6,9.6
1960,7,11.6
1960,8,10.7
1960,9,8.3
1960,10,2.3
1960,11,0.7
1960,12,-1.4
1961,1,-0.5
1961,2,-2.1
1961,3,-0.8
1961,4,0.9
1961,5,7.6
1961,6,8.7
1961,7,10.8
1961,8,9.6
1961,9,8.2
1961,10,4.1
1961,11,0.4
1961,12,-3.7
1962,1,-0.8
1962,2,-1.9
1962,3,-4.4
1962,4,2.8
1962,5,5.4
1962,6,8.3
1962,7,10.6
1962,8,9.5
1962,9,6.5
1962,10,3.6
1962,11,-1.4
1962,12,-1.5
1963,1,-3.8
1963,2,0.2
1963,3,3.4
1963,4,3.0
1963,5,4.1
