 ár,mán,  t
1967,9,7.5
1967,10,1.4
1967,11,-0.9
1967,12,-2.1
1968,1,-1.9
1968,2,-2.3
1968,3,-1.0
1968,4,2.6
1968,5,5.6
1968,6,8.8
1968,7,11.6
1968,8,10.1
1968,9,8.8
1968,10,2.3
1968,11,4.4
1968,12,-1.0
1969,1,-2.1
1969,2,-4.7
1969,3,0.3
1969,4,2.6
1969,5,6.4
1969,6,9.7
1969,7,10.0
1969,8,11.0
1969,9,5.6
1969,10,5.2
1969,11,-3.3
1969,12,-0.3
1970,1,0.1
1970,2,-2.9
1970,3,-2.8
1970,4,2.4
1970,5,6.7
1970,6,9.0
1970,7,9.6
1970,8,10.0
1970,9,7.0
1970,10,3.4
1970,11,-1.4
1970,12,0.5
1971,1,-4.0
1971,2,1.0
1971,3,1.2
1971,4,3.9
1971,5,7.2
1971,6,9.8
1971,7,11.1
1971,8,9.9
1971,9,7.7
1971,10,3.2
1971,11,-0.4
1971,12,-0.1
1972,1,2.1
1972,2,2.1
1972,3,1.4
1972,4,3.4
1972,5,8.0
1972,6,9.3
1972,7,10.1
1972,8,9.7
1972,9,7.5
1972,10,3.6
1972,11,-0.9
1972,12,1.2
1973,1,2.7
1973,2,-1.8
1973,3,1.0
1973,4,2.5
1973,5,5.3
1973,6,7.7
1973,7,10.5
1973,9,8.9
1973,10,4.0
1973,11,-2.0
1973,12,-5.2
1974,3,3.8
1974,4,6.6
1974,5,8.2
1974,6,9.7
1974,7,11.4
1974,8,10.1
1974,9,5.4
1974,10,3.5
1974,11,0.8
1974,12,-2.2
1975,1,-2.7
1975,2,3.1
1975,3,0.1
1975,4,2.3
1975,5,7.1
1975,6,8.1
1975,7,10.1
1975,8,10.7
1975,9,4.8
1975,10,5.8
1975,11,1.5
1975,12,-0.9
1976,1,-2.6
1976,2,0.6
1976,3,1.3
1976,4,2.9
1976,5,6.5
1976,6,9.4
1976,7,11.6
1976,8,9.8
1976,9,8.6
1976,10,5.0
1976,11,2.3
1976,12,-3.2
1977,1,-2.4
1977,2,-1.1
1977,3,2.6
1977,4,1.9
