 ár,mán,  t
1959,6,5.9
1959,8,7.1
1959,9,6.7
1959,10,3.9
1959,11,-4.1
1959,12,-5.2
1960,1,-5.0
1960,2,-7.1
1960,3,-1.2
1960,4,0.6
1960,5,5.3
1960,6,8.5
1960,7,7.7
1960,8,7.2
1960,9,5.3
1960,10,-1.3
1960,11,-1.6
1960,12,-5.1
1961,1,-5.0
1961,2,-4.2
1961,3,-4.0
1961,4,-4.2
1961,5,5.7
1961,6,4.6
1961,7,8.1
1961,8,7.6
1961,9,6.6
1961,10,2.0
1961,11,-2.0
1961,12,-9.2
1962,1,-4.4
1962,2,-6.4
1962,3,-10.4
1962,4,0.1
1962,5,3.4
1962,6,6.5
1962,7,9.0
1962,8,6.5
1962,9,4.4
1962,10,0.8
1962,11,-4.9
1962,12,-6.2
1963,1,-9.6
1963,2,-5.3
1963,3,0.0
1963,4,-1.3
1963,5,1.4
1963,11,-6.3
1963,12,-4.2
1964,1,-2.6
1964,2,-2.7
1964,3,1.4
1964,4,-0.0
1964,5,4.2
1964,6,6.0
1964,8,4.9
1976,8,10.1
1976,9,5.0
1976,10,2.1
1976,11,-1.2
1976,12,-8.7
1977,1,-5.8
1977,2,-7.3
1977,3,-3.6
1977,4,-4.5
1977,5,2.1
1977,6,6.5
1977,7,9.8
1977,8,7.2
1977,9,3.6
1977,10,0.6
1977,11,-6.4
1977,12,-2.9
1978,1,-7.7
1978,2,-7.3
1978,3,-4.2
1978,4,-1.6
1978,5,3.2
1978,6,5.6
1978,7,8.3
1978,8,9.4
1978,9,3.4
1978,10,0.2
1978,11,-4.6
1978,12,-3.6
1979,1,-10.3
1979,2,-7.3
1979,3,-12.2
1979,4,-3.1
1979,5,-4.3
1979,6,6.3
1979,7,6.5
1979,8,5.9
1979,9,0.5
1979,10,0.8
1979,11,-4.7
1979,12,-5.2
1980,1,-6.8
1980,2,-5.2
1980,3,-3.9
1980,4,0.5
1980,5,4.5
1980,6,7.6
1980,7,8.3
1980,8,7.6
1980,9,4.0
1980,10,-3.2
1980,11,-4.7
1980,12,-7.8
1981,1,-7.8
1981,2,-7.3
1981,3,-5.9
1981,4,-0.1
1981,5,1.6
1981,6,4.9
1981,7,7.0
1981,8,8.8
1981,9,3.5
1981,10,-3.8
1981,11,-5.8
1981,12,-7.3
1982,1,-7.0
1982,2,-2.1
1982,3,-4.4
1982,4,-1.0
1982,5,-0.1
1982,6,7.6
1982,7,9.7
1982,8,5.9
1982,9,1.6
1982,10,0.1
1982,11,-5.5
1982,12,-6.7
1983,1,-7.4
1983,2,-2.8
1983,3,-4.9
1983,4,-6.8
1983,5,0.3
1983,6,6.1
1983,7,8.3
1983,8,7.8
1983,9,1.7
1983,10,-1.7
1983,11,-3.7
1983,12,-5.7
1984,1,-9.7
1984,2,-3.5
1984,3,-3.4
1984,4,0.1
1984,5,3.2
1984,6,8.7
1984,7,11.4
1984,8,10.1
1984,9,3.8
1984,10,-1.6
1984,11,-3.6
1984,12,-3.3
1985,1,-7.8
1985,2,-5.4
1985,3,-5.5
1985,4,-1.9
1985,5,3.6
1985,6,6.1
1985,7,7.1
1985,8,5.2
1985,9,1.9
1985,10,2.4
1985,11,-7.3
1985,12,-8.4
1986,1,-5.5
1986,2,-7.2
1986,3,-3.7
1986,4,-2.1
1986,5,0.1
1986,6,8.4
1986,7,7.8
1986,8,7.5
1986,9,2.6
1986,10,-2.0
1986,11,-4.2
1986,12,-5.9
1987,1,-2.8
1987,2,-5.2
1987,3,-3.9
1987,4,-0.2
1987,5,5.0
1987,6,6.0
1987,7,9.8
1987,8,7.5
1987,9,3.9
1987,10,-1.5
1987,11,0.4
1987,12,-1.7
1988,1,-9.4
1988,2,-6.6
1988,3,-6.2
1988,4,-5.5
1988,5,2.8
1988,6,9.0
1988,8,8.5
1988,9,4.4
1988,10,-0.5
1988,11,-2.6
1988,12,-4.0
1989,1,-4.2
1989,2,-7.3
1989,3,-5.6
1989,4,-2.6
1989,5,1.3
1989,6,6.2
1989,8,7.8
1989,9,4.3
1989,10,0.6
1989,11,-3.1
1989,12,-4.6
1990,1,-2.7
1990,2,-6.0
1990,3,-6.2
1990,4,-4.2
1990,5,5.1
1990,6,7.1
1990,8,8.2
1990,9,3.4
1990,10,0.4
1990,11,-2.1
1990,12,-4.2
1991,1,-2.0
1991,2,-3.4
1991,3,-1.1
1991,4,-3.7
1991,5,5.6
1991,6,6.5
1991,7,12.4
1991,8,9.2
1991,9,4.0
1991,10,1.5
1991,11,-4.2
1991,12,-3.1
1992,1,-0.8
1992,2,-4.1
1992,3,-3.8
1992,4,-1.9
1992,5,3.9
1992,6,7.2
1992,8,7.0
1992,9,4.3
1992,10,-0.2
1992,11,-5.4
1992,12,-4.6
1993,1,-7.7
1993,2,-3.4
1993,3,-2.6
1993,4,-0.8
1993,5,1.9
1993,6,5.4
1993,7,4.6
1993,8,6.8
1993,9,6.5
1993,10,0.3
1993,11,1.4
1993,12,-6.3
1994,1,-6.9
1994,2,-4.2
